Id,Prediction
0,3945230.757969482
1,4077734.8085618094
2,4926205.676411616
3,4632382.396927433
4,5003835.065885731
5,5520518.412728064
6,3327163.578839302
7,6578081.2420263495
8,4437360.073129125
9,3330414.823581371
10,5122465.702072411
11,6500041.33157297
12,5469589.2203962915
13,4768249.479095839
14,4458799.454870603
15,3866882.744901067
16,6102252.33930568
17,5063477.65366158
18,4055616.369443784
19,3295237.5150486743
20,3358487.44833985
21,4972519.8258449705
22,4007112.01510583
23,4746964.398001248
24,4068232.4639632027
25,4738578.28008741
26,2431990.3956865054
27,4622250.876106522
28,4512550.778729612
29,5796462.727584227
30,4540418.488516147
31,4611801.215026321
32,4032189.8221362196
33,4114043.404976587
34,4137004.4147616974
35,4632961.979430704
36,3831867.7862028913
37,5743046.977827252
38,2258423.039185772
39,4810291.452661457
40,4438732.078062825
41,4861767.573110863
42,3515315.230762067
43,4595920.621773639
44,4821192.780120461
45,3603544.848158599
46,3720970.269305072
47,5417425.130079757
48,4642283.747268636
49,4226227.958323582
50,3183982.570229403
51,7350223.757893441
52,3938300.6597547014
53,4474001.371727401
54,3599745.199843143
55,4648142.171475852
56,6062762.450114515
57,4647000.897888082
58,4749894.040407154
59,3673970.4811250926
60,2732273.0076129986
61,3307395.441134303
62,4619024.913696173
63,4100122.4400694305
64,4085604.8776144753
65,4061339.166358224
66,3788823.5950022205
67,5417044.31995326
68,4555348.090888262
69,3706986.182043547
70,3669885.030652587
71,4308153.056530357
72,4857176.333297958
73,5087038.34662817
74,2642493.5089714886
75,3539088.997488149
76,5606619.115125867
77,4097498.4919044375
78,3366894.434027316
79,5079508.653509013
80,4866319.541221775
81,2943261.842727811
82,4974553.813404063
83,3708930.1554840803
84,4364347.4116715705
85,2689334.00390593
86,3927951.9756277893
87,4587562.495143585
88,4056216.434222294
89,5171037.828654146
90,6575110.32015341
91,3833651.814542563
92,3392000.0409584623
93,4766081.6719305655
94,3882056.002340865
95,4548705.480887204
96,6108689.619423691
97,4418021.344880086
98,4295046.97653895
99,5027258.771421082
100,3229648.329638593
101,3087694.2515140404
102,4591013.423907998
103,3902863.87384637
104,2961831.9129820927
105,4574780.245954671
106,5199963.320042638
107,3861849.534313289
108,4081376.37390537
109,5700037.515259927
110,4994004.687733222
111,4912058.81536736
112,4082262.4296055976
113,4090945.533543168
114,3998854.1062429245
115,3583318.7730171513
116,3610980.2294409713
117,3806763.1212693234
118,3886670.3710186053
119,4130688.653774336
120,4562462.076008419
121,5067361.290026815
122,4245461.4823385915
123,4411540.039228199
124,4850475.260173232
125,4831396.748056481
126,6355506.9201343
127,4555118.820484972
128,4501366.104622633
129,4156212.3956367825
130,3211254.6746760393
131,4154625.904322974
132,4175133.564061206
133,4379346.889562286
134,3879991.1612308933
135,4477189.014736428
136,4040063.5169020733
137,3566779.18188486
138,3772014.4097979725
139,4783892.866504523
140,5084834.121348024
141,3867708.415485509
142,3810551.7979157083
143,4223576.279549903
144,3782885.157756012
145,4359641.583173618
146,3298230.424650248
147,3770481.497227048
148,3035203.526709466
149,3621906.561566091
150,3477458.3231392475
151,2731575.4070413825
152,3592623.234253407
153,6317805.214299166
154,4288077.548041207
155,5389866.463014508
156,4296772.160114705
157,3949795.117665661
158,4573765.518802775
159,3324680.8688688367
160,3519628.2338016815
161,4052117.090925992
162,3284116.1496600094
163,4922072.978744279
164,4871934.482116541
165,4025761.997633648
166,4579982.1893520355
167,5581133.597553606
168,6171154.774900098
169,4749934.910797279
170,4195143.708036377
171,4030280.598803897
172,4918022.8887476185
173,5443640.075771837
174,5857642.8608719185
175,4336687.108944932
176,8214398.886271907
177,4100708.207019018
178,4904574.19487982
179,4102677.6959171603
180,3544494.865554795
181,3193454.4191546664
182,5133824.426730275
183,3362625.633792593
184,3454870.1463810783
185,2971867.1994851655
186,2100896.1626708773
187,4836952.44024029
188,5014863.428553737
189,4587422.500490224
190,5323067.0166007215
191,4495590.677705496
192,4691667.392708225
193,4823807.064848121
194,3982658.4307626174
195,5521387.700062483
196,6188230.041724285
197,3248463.4376674923
198,4546637.966528739
199,4898423.5573929995
200,3928499.4865541593
201,6230722.41104703
202,3674766.523765548
203,4148160.7470748113
204,5633791.6303264
205,3816694.0148136616
206,3346044.087968643
207,4564228.478841989
208,3253260.1994897737
209,5067194.706898816
210,4629266.26525458
211,4278370.325972918
212,5779113.423246573
213,3582217.1837933604
214,4708696.7145828195
215,2630967.0213381755
216,5038628.887471502
217,3981999.935776415
218,4520164.795939857
219,3392894.3911859877
220,5090476.0160558745
221,3418085.231677551
222,3585411.270792589
223,4406366.649106685
224,4234571.079525922
225,4254756.306875695
226,6287354.941171615
227,8988103.455580734
228,5530746.546843149
229,6910619.960326867
230,3902807.227106321
231,7998024.632310838
232,5909962.095512041
233,5084028.034570975
234,4807245.932496995
235,3364742.8127605845
236,4079354.6585512036
237,4536435.943505892
238,5669276.1338223275
239,5601141.925754291
240,4223486.292831401
241,3345606.821797567
242,3693994.1324631106
243,5592777.337169037
244,3766415.8972859737
245,6461860.351158818
246,5388071.678624302
247,4820360.212702794
248,4937752.863999933
249,4451533.37186811
250,3633191.7634491925
251,4224934.445412543
252,4464510.069884565
253,2846390.71137606
254,4427962.701555111
255,3578226.876497204
256,5861886.590410918
257,3845597.538885613
258,3635952.5810723654
259,3355373.509343285
260,3988679.628834496
261,3756258.1679638573
262,4936984.143811367
263,2863245.5815596064
264,3287466.1560834153
265,5616518.058128301
266,4118334.8176449644
267,7806214.133010532
268,4775091.080638963
269,5359812.51082704
270,3853657.9007367673
271,3287018.343517273
272,4750625.532375337
273,4557884.455305312
274,4578359.027155167
275,5013538.087267171
276,7830445.483799665
