Id,Prediction
0,5760599.067696802
1,3815315.195202509
2,2255464.389215022
3,7141995.385968184
4,6918292.247572643
5,9648913.30707115
6,5843743.799285345
7,6934025.024673133
8,9669456.117839433
9,6630059.779298561
10,18476677.583272643
11,5698850.489273813
12,1134640.362934201
13,10472114.672566453
14,8889662.980455639
15,6120174.332328891
16,5400416.985716927
17,2634407.098112663
18,5367001.549994646
19,10776024.37600705
20,7377427.507626373
21,0
22,1965040.801116067
23,1687914.1468873683
24,9251766.241097547
25,7712242.390979434
26,1840368.2102753026
27,8217177.504723744
28,3655962.8840681585
29,7696049.750714819
30,24051558.13772678
31,5149820.254524998
32,1938604.65763995
33,2247713.0332744145
34,2501420.8754790244
35,7607708.034258956
36,4051456.6976933917
37,20112544.652243298
38,1309957.1049534674
39,0
40,10728088.33268366
41,4365390.853267819
42,23459832.607852582
43,5208386.358881636
44,2578720.701233987
45,3904237.7632402424
46,8127760.590277838
47,0
48,0
49,5159057.039942518
50,4634453.476995673
51,8948066.060017642
52,4935015.464357866
53,4415509.30920947
54,3632490.6436499315
55,10116972.957137864
56,6698072.6619572975
57,8349475.652858771
58,3969412.1438728
59,54377.89629031322
60,6023253.037840199
61,3824988.7895857515
62,1015958.7574809752
63,2227570.5974676562
64,9306275.20778059
65,5056590.094550136
66,7046022.752452003
67,794343.7415597826
68,2005489.9619404278
69,3424811.726966917
70,2137322.485968936
71,0
72,0
73,4984120.093765923
74,8610558.851015614
75,3498504.4510218045
76,6442264.6884895535
77,4587873.666804511
78,0
79,0
80,11660794.729868278
81,4753483.542835936
82,9337605.442901906
83,4332010.329879419
84,8092080.57204735
85,3520585.4889501957
86,0
87,6167231.778202987
88,0
89,8804137.992840486
90,6550447.154239505
91,6074778.938050544
92,4754345.368165901
93,4801764.130503944
94,6150952.183956832
95,0
96,1074818.7379379754
97,3694086.2320397724
98,4357220.498188215
99,7719258.538507143
100,2032278.5322643705
101,3829645.8434765153
102,5993282.180215734
103,6419809.380925164
104,4690127.297845147
105,0
106,2509772.020539006
107,6332501.635048065
108,4933440.351263705
109,13151327.29875902
110,6979894.703028885
111,20713007.967392392
112,10721740.732970381
113,5438755.5999457715
114,10790432.615633683
115,0
116,4152960.0114222104
117,13627505.879689101
118,7455117.111167373
119,0
120,3933392.15121304
121,3173775.924362902
122,7377562.677055769
123,7978497.176715611
124,4085926.6776557905
125,0
126,13622855.25554214
127,3289644.9585033334
128,23911663.233552687
129,6960894.294162345
130,3300346.077663467
131,26455952.243437752
132,3446987.6042296574
133,4780502.510934599
134,0
135,10408261.341851821
136,2129766.865923857
137,0
138,11399528.687384142
139,3936750.7414981234
140,10683266.068913976
141,4507288.382349623
142,280769.34441710287
143,2776536.647200384
144,12611584.262098271
145,0
146,0
147,2777090.686158002
148,6966338.805667894
149,5849886.102023114
150,4327812.320502678
151,2840132.956854469
152,0
153,12247694.24021175
154,4849673.424524308
155,4738086.912761793
156,2817894.2430366282
157,2313992.570885416
158,19174035.830157854
159,3444400.2417864944
160,5253241.757128435
161,2701146.462763858
162,0
163,5345376.229462263
164,7962128.660898989
165,2164777.581310367
166,4707380.509003177
167,4162580.300089782
168,0
169,6955629.605210338
170,2607175.3085256424
171,1090992.5944932778
172,0
173,5591074.580689014
174,7919468.63070661
175,4711330.463176045
176,4081468.9483624636
177,5773174.696838642
178,4855789.479322147
179,4045357.3989391583
180,4280789.408881957
181,4405574.458420106
182,0
183,4655192.083834189
184,8534495.06978351
185,4927235.923923822
186,2470246.1130023953
187,3814873.812204692
188,6859465.689827371
189,253602.7654665199
190,4462885.346159152
191,6847066.617542307
192,7918568.703404212
193,4391904.262235111
194,5179320.711552916
195,5388401.7867446095
196,2458637.0318257497
197,4624893.630631914
198,3996778.473335947
199,2322633.1045707986
200,4120697.235234128
201,3996531.4006692963
202,3068736.8168845153
203,5841194.56374137
204,5999323.777905336
205,4402881.663127003
206,5930100.003244863
207,9232401.255320743
208,0
209,3555441.8146870025
210,6679538.842861895
211,5549159.568213304
212,3298110.5296659255
213,5432688.096092285
214,1661431.6821168046
215,3107058.843771916
216,7627592.656364068
217,0
218,1844613.5946480702
219,2445446.847984664
220,2841441.601288641
221,0
222,7674852.828572647
223,4013863.3678858522
224,4218690.691742241
225,0
226,4109161.084277836
227,7987288.458743602
228,3023984.1881472594
229,12080791.507768033
230,8054708.642111842
231,14619406.909712577
232,8524831.328020543
233,150202.28056827124
234,4414703.731755514
235,3542937.9237455437
236,7877450.66018099
237,2797581.318621371
238,12471179.462838754
239,11878507.28587263
240,1538560.433322681
241,1452401.8329990944
242,3496701.2865020134
243,5554311.09876003
244,3912757.2029224187
245,6425816.438160616
246,6580416.064280521
247,5982551.206308153
248,1932504.6463473758
249,3138943.96328682
250,0
251,5993625.002904443
252,3195604.975049825
253,0
254,4024239.9842751687
255,6038709.766443366
256,2857145.0099212644
257,4822406.3888547085
258,0
259,3728053.1668062108
260,742696.7411239756
261,0
262,836871.0321981633
263,5009842.073046459
264,3132692.2838092586
265,3876809.846130568
266,7061076.704496192
267,5909135.236324513
268,5519672.360041032
269,3220660.6624975875
270,3832130.140768176
271,4452819.530854035
272,2543671.823215531
273,4731800.975482243
274,2871835.357506311
275,5051950.323123556
276,12007521.547371976
277,8045794.686040769
278,4987091.875894586
279,2452590.2612906364
280,2945683.897155693
281,6738930.627082666
282,0
283,0
284,5295469.395109825
285,2394743.829562195
286,0
287,0
288,3210420.6834371733
289,3694554.49583273
290,0
291,4311534.124303015
292,3586359.773152339
293,1946106.05736429
294,2923113.155291667
295,2096034.9934145347
296,3418894.3567506582
297,11507253.577041363
298,3413683.058083929
299,3773227.886004464
300,16798545.929294482
301,8352320.021982466
302,8480661.929723926
303,6407350.936583878
304,4514187.791445478
305,6793479.397356926
306,3675221.4118059445
307,5070288.614859702
308,3402229.3644465804
309,3585098.250925879
310,4395777.683436041
311,1649452.931256188
312,3805587.958310417
313,767682.7685654843
314,9162739.927347291
