Id,Prediction
0,4277803.089689604
1,2597197.37040376
2,2952579.2058193353
3,2995800.797055112
4,5086341.60015003
5,3683873.7201582547
6,3331469.9296669383
7,7301905.092239028
8,4164621.984259268
9,4053403.6085863784
10,10673804.240801513
11,3968926.432122613
12,3877202.531947071
13,7061150.855252165
14,6929817.446385592
15,5780145.192374019
16,6509038.765532376
17,2421621.691528322
18,0
19,6405822.231303449
20,3084200.874539704
21,2959879.995390546
22,3992628.5974127236
23,2518505.995129629
24,3674098.4099604394
25,5618424.293567212
26,2667720.7264369633
27,6466347.488638196
28,4188617.6362823173
29,4329623.567121754
30,9665387.298487144
31,1403052.184574212
32,2285887.464697018
33,3840160.491052198
34,4029835.5682404647
35,10627389.836051848
36,4081663.112679104
37,8221997.277050999
38,2312547.90654332
39,6383145.495380062
40,5050279.145671185
41,4571756.504350197
42,2802455.5843055304
43,4497273.817811563
44,4286355.528329379
45,3822600.012467173
46,3228266.842259664
47,1195166.9877666566
48,2978222.510372352
49,5446691.239954115
50,3572240.1137432903
51,8588219.08472316
52,4402917.445710998
53,4003760.7528020795
54,3264910.167300689
55,5430890.367331973
56,7719359.498878356
57,3401878.1524857017
58,3481768.714584507
59,5209806.959950734
60,3669733.360864463
61,2710512.7859542863
62,1695145.3459620662
63,4405480.823585748
64,5315005.175535606
65,7827500.09303974
66,4796663.907844623
67,5925161.680402574
68,5375431.260173531
69,4027954.740835581
70,4016837.0151773053
71,3337128.0936720064
72,3615975.692919078
73,6202761.564024742
74,6484085.604739331
75,4665310.673018874
76,3831702.1731805876
77,4442570.882667912
78,3771998.2551148147
79,3627622.68967179
80,5626832.082720039
81,2462099.1481999233
82,2947003.352221447
83,4627797.236540739
84,4288817.933546953
85,1902066.435072748
86,3832856.3343014177
87,3339170.671217708
88,2793241.224893665
89,13057331.075199526
90,7085410.034365414
91,4911428.436822648
92,3232585.3191173985
93,5184931.226887932
94,5300138.630041285
95,3293757.5619920734
96,3561766.1724085878
97,4110097.4680181746
98,4557725.045134566
99,3784065.413473907
100,3179125.0381193534
101,1528178.5187914246
102,4330516.080357105
103,3414925.790107398
104,2676300.9276440833
105,1612760.1617887672
106,8630633.74743937
107,3708991.476653341
108,2881201.3424491324
109,6272444.010016568
110,5238687.333909897
111,7024749.254989114
112,5940874.927149754
113,3502200.64974594
114,6416997.377247417
115,4012578.397024296
116,3609935.9601390613
117,5640804.417752022
118,4343317.275282275
119,5914135.308454717
120,7553554.82205427
121,5623892.841890195
122,4044829.5544989584
123,6882686.563163882
124,4061058.277414609
125,3757709.876635845
126,10149784.538144305
127,5118767.62960528
128,8713379.987316422
129,5765907.944451233
130,3567726.9371754206
131,5019490.326297926
132,5579089.85441741
133,2788648.6457399474
134,3525772.8465210656
135,2123310.444738712
136,3622438.396025778
137,2862104.629764256
138,5523932.953822823
139,4579116.2084915275
140,7669936.030767917
141,2675845.860389764
142,4005043.858180911
143,2963043.9223352843
144,2997057.1324608773
145,2896913.618078842
146,0
147,3415224.4683561167
148,6028519.889832516
149,7012381.520028527
150,4264057.82444098
151,1928162.956049472
152,4205329.586977748
153,14405213.614483353
154,1907394.969588486
155,7249883.641234203
156,4841496.834796328
157,2849562.7262482727
158,4612612.001686937
159,4574654.998976334
160,3295774.6178998547
161,2838109.267913739
162,277216.4227727363
163,4940379.529173272
164,4152887.6251273737
165,1686294.9962017788
166,2757372.6524685845
167,7367947.805584003
168,5207857.096487444
169,7156355.061801488
170,4518820.194448617
171,4063932.501539421
172,4986562.577795915
173,5608091.83657013
174,5436896.321713686
175,5088084.219720538
176,7533905.26472111
177,5202157.1752483575
178,4275120.7647813065
179,4547096.774197393
180,7471317.008287679
181,4889259.495681556
182,3354002.540908113
183,3078782.7237619255
184,5070217.089784128
185,5577409.193987751
186,2248119.237280111
187,6638390.955655953
188,8138694.515581571
189,4685709.024546644
190,2808427.082604065
191,8185123.413909911
192,5513800.567466144
193,6853339.351267561
194,5564756.478740047
195,5481176.592395809
196,6474145.743127049
197,3393266.581392885
198,6680499.527360115
199,5868821.553238037
200,6796590.393046623
201,7371626.062392691
202,4143338.792677646
203,2957033.355831418
204,5267270.8279058095
205,5891886.59094092
206,5635564.109491942
207,6248559.3622740805
208,6279190.566859951
209,4879651.72893132
210,6421953.085056065
211,6301026.942297625
212,5472242.369515468
213,6024989.140313562
214,4007464.387445261
215,2652373.527359077
216,4046385.3130592005
217,4597391.991258784
218,3563553.317923751
219,4186313.268288768
220,6466258.2339632735
221,3836231.425093228
222,5299496.697771687
223,4394583.594801777
224,4420517.448183871
225,1187979.2265280695
226,7469962.904472442
227,12984854.388005175
228,5145053.999790651
229,15261086.477423374
230,9246345.965197261
231,6776420.584295189
232,6078749.099005833
233,6218181.471297782
234,5544436.314707648
235,7712671.094466813
236,7407223.409037069
237,4865321.011279459
238,2715518.6483935444
239,10910886.668313041
240,5355801.789835098
241,5846723.294899526
242,4806800.797137032
243,2580017.6436698847
244,8926925.484073015
245,11357490.657895058
246,6432556.62204312
247,7685219.891051397
248,3315088.7539047925
249,4466959.795168547
250,4449790.619653854
251,6157662.322412215
252,4693423.376005232
253,6176746.13897574
254,7636559.933663622
255,1993021.1695608026
256,5985319.7296013255
257,5406929.270440753
258,4269182.023374306
259,6559662.837238453
260,7099635.2066550795
261,2944370.2469082014
262,8244138.825031139
263,7095972.648613274
264,5709899.41686189
265,10048105.55625423
266,8520333.781580072
267,10980754.470687594
268,4887664.60617613
269,7616588.52063328
270,6407772.238670972
271,3246723.0120359464
272,7351463.160803039
273,3768247.2195034856
274,3987031.769791683
275,6954978.857633978
276,12286637.359978128
277,8906146.470615607
278,6048069.016713253
279,6004250.069991718
280,8899919.849981517
281,7554810.1721472405
282,4840364.033314641
283,3949073.6169733447
284,4706092.363544728
285,4519862.748407971
286,4943416.561769201
287,7319597.003040769
288,5792946.476378818
289,6341526.230115381
290,7011334.685070951
291,3211734.3200858715
292,4313595.999885868
293,4307073.67499289
294,5228972.953592989
295,11458515.362587385
296,6917261.014944337
297,7777893.048932142
298,5697211.010484748
299,7797680.533988299
300,11245387.749665685
301,10491608.697761206
302,6774232.044091273
303,8914201.19494811
304,5085251.000774672
305,6781263.206224025
306,6006507.9497741675
307,6884145.7676698435
308,1989899.8236407395
309,5169074.576443699
310,6458420.018400071
311,5093011.83920779
312,5417347.967671497
313,5851765.397298595
314,4650239.808440801
315,8510516.381436523
316,4854442.056283242
317,5908371.784660127
318,6162156.30902594
319,11199638.13593102
320,7047836.015717547
321,7899116.0525190635
322,5212818.878501668
323,3783844.497105067
324,8166406.71194954
325,5694555.270746703
326,9991898.412932498
327,9430490.662610754
328,5570593.53983223
329,8362829.203378381
330,5317338.851306807
331,8421310.637905143
332,5392633.775903249
333,9753771.059097618
334,8140931.064082151
335,8370033.06723541
336,6904714.2327984
337,9384775.959544834
338,8038764.466041783
339,4289271.476329236
340,12350698.007822573
341,8236919.927869877
342,6829619.840966434
343,2540441.6046712594
344,4568125.376044432
345,8783870.418860756
346,7642653.111125592
347,8825434.682333976
348,8539131.545174211
349,7949807.756744763
350,7181552.403313259
351,9575534.351474876
352,10057555.871208835
353,11715587.31821463
354,9472239.488838106
355,12061297.727385322
356,12732164.056576556
357,11860517.468550265
358,5037185.615062898
359,8043103.868241157
360,6850558.091810951
361,3629941.67743722
362,6302457.721967968
363,7134834.136413023
364,12204902.476140907
365,6389099.043333415
366,6282469.703026841
367,6422692.897221975
368,1791524.0217158915
369,5603729.740490652
370,3847238.607948176
371,8497391.664012467
372,5269309.114811748
373,8660099.030767139
374,7394471.580020847
375,9214117.099766808
376,6013001.698647206
377,9911964.506715417
378,7182576.070967482
379,8227326.382925786
380,171436.91521194857
381,10092159.387375314
382,9383297.418376017
383,9480183.640964089
384,7190293.05993976
385,8697738.299297545
386,10865908.352412637
387,10629214.377977204
388,11834110.325999808
389,4542096.584967704
390,10883380.62137606
391,3314642.548039858
392,6827461.249406809
393,3251964.017717039
394,8509130.346549729
395,9231015.218092663
396,10712483.99652519
397,7819234.439962971
398,5044648.581006544
399,10887465.74997368
400,4366610.906798866
401,5058159.376999724
402,6634764.890647052
403,9345935.695710637
404,7765241.89253193
405,8582817.496895887
406,7779627.27816144
407,6821622.923186566
408,8198846.25130889
409,8289655.150997644
410,6626771.566770358
411,12346670.624438107
412,4842904.8482435765
413,7777903.1705630515
414,8019966.002295553
415,3246245.2843013946
416,10191596.029202467
417,5304362.098969729
418,4847253.942120494
419,10340070.583716884
420,5772238.02331389
421,6646982.920344999
422,8663878.1957089
423,6258728.928246101
424,9772177.850670738
425,1702793.0811967952
426,6318591.671779111
427,7187024.7139368765
428,7121971.974220512
429,5051973.1900152825
430,8562585.85141334
431,6410871.124522169
432,5297217.718246926
433,10698608.957939476
434,8445324.789245607
435,7622388.705473787
436,5551905.39574582
437,6170173.488760352
438,7812561.463355407
439,13887459.640736725
440,10331491.350114413
441,7335922.981911475
442,6052060.294653072
443,6804960.105533251
444,2677650.0493616275
445,6318765.33300796
446,10882171.938316748
447,7647364.868312186
448,5826683.745275335
449,13480013.094264518
450,9038297.27253726
451,4514565.518586005
452,8139268.359563952
453,350088.71662830515
454,1133936.4314282625
455,8159153.373286119
456,4856517.722636383
457,5491520.598334266
458,3700060.6859360742
459,6151482.155991884
460,11573383.032990027
461,11953324.249848709
462,7907830.646034494
463,8133707.495664118
464,12163467.498314999
465,5431814.734074017
466,4612514.062239372
467,10810973.715551533
468,2096011.47356142
469,8389388.016226519
470,10487288.346716464
471,5126160.666443342
472,8870218.264994236
473,7167359.529918743
474,13665738.167510025
475,8079118.746564213
476,6917442.142912088
477,15706014.19696578
478,11087687.826024672
479,8431916.810574947
480,5096693.541172259
481,13555860.978438485
482,9765522.893774765
483,10406867.612171195
484,12202034.73145255
485,9170324.106690355
486,9667454.807067743
487,10639080.498446327
488,7805431.070412969
489,8780733.849385384
490,7387062.412387826
491,6818945.420642098
492,6543753.397482412
493,9006415.56343753
494,10207370.054349635
495,9169104.759797998
496,11280282.261038864
497,8342660.772433472
498,11650632.742209967
499,3055041.1185045852
500,8331136.547962669
501,8812089.770628884
502,6758557.844331279
503,11443158.530514568
504,10197493.55797327
505,4988558.773175353
506,4575870.795454875
507,11200103.239884745
508,6682932.326529071
509,11457611.437631082
510,9001331.557863785
511,14496665.613960747
512,9497534.754818246
513,9835630.389347155
514,6158387.418045676
515,9337885.12298166
516,5826240.981308399
517,9987452.452196356
518,9280581.263456333
519,7277633.753811447
520,11779864.70346965
521,8782240.055249523
522,11695832.315961156
523,16239995.021563314
524,8180825.393967369
525,12105883.579051182
526,3008309.7653111354
527,11111869.940046739
528,12150387.388282605
529,7671456.560153814
530,6584932.159231186
531,9525181.892857496
532,344843.6373858792
533,8484590.839556683
534,11121169.518405866
535,10959741.73490854
536,6736504.684304989
537,10111567.47762791
538,8913004.430050585
539,13604293.301949643
540,8216312.816319142
541,2338401.3341441876
542,11014101.787716601
543,4629623.925221428
544,11180055.268502533
545,9469545.50893231
546,8861380.217755377
547,10468244.694353346
548,10149670.465438567
549,7860843.797730414
550,7853678.406558553
551,9509036.042595733
552,12241671.109286638
553,8183975.688290318
554,5084188.674201564
555,7573159.325133894
556,7101828.827913143
557,9727274.65988863
558,7622308.144936138
559,6513308.334774999
560,6981927.955739386
561,12433622.448149215
562,10113209.19000092
563,10075751.580507351
564,7127298.29561379
565,10412824.228170551
566,5820195.300704383
567,9003043.029993977
568,7776470.11878124
569,9725321.735938832
570,11438446.10415277
571,15236425.428049583
572,8823736.734254701
573,8865915.338704202
574,6316683.370384585
575,5354493.784329536
576,15166274.166237932
577,8625102.892953243
578,6863538.852105999
579,6936602.071556637
580,10011426.655920427
581,12414888.309526864
582,5512137.293218674
583,11083185.816875443
584,14190056.722333532
585,6839150.485133314
586,8130185.707148315
587,11109420.274957389
588,12125203.474609412
589,6318498.973735005
590,8654950.282617744
591,8782069.702759862
592,10575001.437834632
593,10478360.22197318
594,10527681.160905711
595,8218010.2622481305
596,14351357.468130913
597,11742934.093465112
598,4721735.948585318
599,13389270.21416675
600,11904462.06406203
601,10711894.031767696
602,10853049.189103514
603,8152363.802289203
604,9083007.596296972
605,10156812.195991263
606,9124620.172157848
607,6723111.51178582
608,8026652.702625381
609,12659569.585181527
610,14890013.132215545
611,5289450.952233787
612,12559362.77380763
613,10004144.57390707
614,11291402.09573733
615,9342131.04019685
616,8347223.983156847
617,12152031.256419115
618,14534262.928632166
619,6983732.488549139
620,9265817.52492911
621,9855077.14575217
622,12905294.72119363
623,8779613.145498578
624,10351726.649451066
625,15476572.041446127
626,10290618.32467204
627,14128449.862501726
628,7199915.160706662
629,12512098.073444385
630,16751157.606650256
631,8317050.49679351
632,12322831.70591992
633,8904860.892705813
634,6304416.391998851
635,11122715.396369921
636,7778911.339257555
637,10576513.423371304
638,11277457.904870985
639,15049784.483556222
640,1520549.3405443057
641,16541138.605097681
642,12586601.843519483
643,20074118.28825121
644,13201894.690980103
645,7076508.716707095
646,8536429.106419085
647,8640126.509183582
648,142859.55114232842
649,5132550.02052682
650,5475720.161235813
651,11547697.857254637
652,12070636.957109474
653,12262526.131872265
654,15711144.808498383
655,12189887.103775132
656,5457177.88520442
657,12884913.896583933
658,3320026.680350513
659,6485620.810394894
660,13690694.899693672
661,15281447.957971822
662,12659489.463822935
663,14611110.805636302
664,10712188.004919168
665,10596627.065694641
666,13618842.014943358
667,10820845.550631445
668,11913161.080704633
669,9184390.080719162
670,14224973.79325252
671,12739055.143134724
672,10467367.326228663
673,9898213.945707988
674,15501655.548786223
675,9057895.6317687
676,13997976.705531102
677,7702026.43430219
678,8069049.174383817
679,13306276.375175219
680,7471229.777798084
681,11005383.928364594
682,7946829.717658035
683,6561166.438538186
684,7388012.9531812705
685,14427631.142411105
686,14277893.4409401
687,9554922.56736345
688,11412006.217898665
689,16116911.188558817
690,10958975.587742668
691,8408925.428688027
692,13994890.56050723
693,10651241.629898982
694,7365922.313455459
695,14337025.652614146
696,7762882.690006777
697,8191711.661584148
698,11411333.247997917
699,16108936.862015288
700,13492834.983018655
701,5543043.966468664
702,13461508.075434942
703,11077488.840250906
704,11648477.168213613
705,8253338.74056048
706,11843803.114840638
707,12421411.504539106
708,12521706.286145508
709,11260518.423674386
710,6005618.625194671
711,6287009.744099037
712,8558115.726022068
713,8932082.310294777
714,13297485.283385027
715,6658587.019456747
716,11784631.08761274
717,11198936.336222477
718,12816103.00910091
719,15416796.033097535
720,13759851.054824673
721,18180628.92225141
722,11861941.527380254
723,7483663.439012603
724,9308250.637485567
725,10295245.383251576
726,8408951.101512192
727,9115361.669989588
728,9555727.918120459
729,10617561.93497027
730,10355817.175248388
731,12828225.338589065
732,13749766.404533181
733,18142967.603132177
734,9521434.71777742
735,11355942.11635596
736,10524341.943170846
737,8546688.322222639
738,12869721.029425625
739,9394189.813465104
740,11284278.107651668
741,14826712.419828326
742,21188604.97523435
743,12054051.317057777
744,16928591.48163612
745,13076122.154086016
746,12504221.556778517
747,18877444.24555895
748,15724823.561948173
749,13392121.298425082
750,11602195.509981114
751,11620547.512478072
752,10440443.382753283
753,7536320.258398288
754,8352325.373135444
755,13633185.36267054
756,10949492.854047004
757,14042690.667900573
758,10681621.007204015
759,12617547.001134828
760,12038397.047170663
761,12360255.538539886
762,15217823.71577391
763,4873944.893048095
764,16256683.220222335
765,12611490.058067862
766,12023233.424409632
767,12522709.913019825
768,8444750.519702764
769,15929502.653749712
770,2461117.1670002327
771,11887426.794419643
772,4762691.421897183
773,10111264.542734075
774,8352901.197565589
775,12505810.652665822
776,11184736.81838632
777,11090744.631115735
778,7518618.097813226
779,10692784.780168261
780,9696988.743927572
781,11947411.595892435
782,4942663.048307679
783,13846012.385590062
784,14591412.786330283
785,6245655.97535699
786,19308028.170484595
787,10777714.37071836
788,12542826.98953484
789,13371435.152106583
790,7095769.870199524
791,12365336.168372009
792,10279047.595285743
793,8624765.696517874
794,10899560.618494403
795,9879918.242992448
796,10978439.153446201
797,7081225.0835981
798,8435342.380403899
799,13792558.71524832
800,5308047.927221819
801,14328688.754045475
802,2712305.466213465
803,9129799.149770992
804,10972814.1240119
805,10463514.400617927
806,16984243.33839053
807,12592121.889841761
808,10435583.641131487
809,6394988.66384121
810,15433931.518027347
811,8363937.383932861
812,15948870.434165765
813,12414085.414631259
814,10338709.905456327
815,12570498.766882002
816,12158681.054485321
817,15336515.169515967
818,10723691.746331956
819,7825802.345080301
820,13097155.274541195
821,15073589.933663461
822,10410872.533083236
823,13474218.25894814
824,5177680.726672676
825,9900643.161589118
826,16661310.58793918
827,11087491.047952868
828,6752395.146189901
829,13263378.953957703
830,794161.1203527413
831,15602895.313064668
832,20270297.540846296
833,16937449.139545646
834,13507294.560400952
835,12562058.294620655
836,10167674.496887617
837,11080488.413029436
838,11041268.825881701
839,12657294.66790869
840,8679932.734989664
841,11785298.439721085
842,17105644.85333146
843,11493699.136708748
844,17981311.22755526
845,20150611.062479995
846,16569568.760947462
847,12448050.165879197
848,9634367.284529831
849,11409696.840059033
850,18964816.09961007
851,13174794.215473216
852,16177095.157614335
853,4373322.194366073
854,8836739.102146935
855,11710533.729185978
856,16624372.501208734
857,2555542.7546175756
858,11545390.94480307
859,12980485.931482099
860,14174083.701131742
861,14802289.39746837
862,13218278.584956657
863,11388589.044760935
864,22001926.79209695
865,14686297.86831138
866,10181757.396974359
867,13812896.937580321
868,11164384.38732963
869,12115966.286080686
870,7322472.132738152
871,13002048.386590164
872,12540566.928343978
873,10038385.00689968
874,9067194.45327935
875,13173082.849072888
876,15501097.446335603
877,18810843.83618302
878,12074301.120581985
879,12580059.513100062
880,7194387.973518131
881,11886943.820971187
882,11711452.070372958
883,9331060.037569331
884,14431311.09123478
885,17481461.521673992
886,9825941.383873183
887,11791175.920762554
888,17763318.46856234
889,18362273.591372885
890,18752961.417287227
891,10291017.156170785
892,13215738.770369634
893,16177112.359136734
894,10747319.251231615
895,11993007.430593543
896,5366699.186822058
897,10454192.2741747
898,14401944.109332483
899,22846533.378540203
900,9657072.502387159
901,14645895.73485059
902,13683336.405131523
903,15468338.907757208
904,9100427.459118782
905,13596851.302511621
906,12915557.800191313
907,13385264.137922972
908,13349345.343086485
909,12562555.34760827
910,11844887.778358227
911,18110542.302396003
912,12533400.579423292
