Id,Prediction
0,4641797.483165056
1,4402145.745820953
2,4777000.368145857
3,4324082.405739135
4,4963626.063752117
5,4659519.984563391
6,4336755.787436828
7,4557416.94015233
8,4874889.031633262
9,4263908.799340839
10,4484966.995392289
11,4439360.851461122
12,5585855.800136529
13,5472682.025538056
14,4436810.0053563155
15,4446270.161354807
16,5197279.438981676
17,4369037.235506805
18,4621752.5752933305
19,4799987.354506764
20,4408487.806939128
21,4451259.0771524925
22,4474123.202592888
23,4724341.608878498
24,5036894.034295845
25,4261905.5221893685
26,3906098.9979796144
27,4742938.991835806
28,4409843.716268577
29,4871303.271027594
30,5249387.919452856
31,4451192.703228789
32,4393438.190916993
33,4263046.381712648
34,4248273.919579172
35,4573551.707636121
36,4511860.13538415
37,4483719.921254955
38,3753186.5131765436
39,5008889.780288804
40,4529017.218492765
41,4550762.599309592
42,4514965.711465522
43,4746248.887938885
44,4684686.899673938
45,4028939.3393544694
46,4432112.993140442
47,4288750.604696597
48,4709292.414449406
49,4593371.6385241775
50,4957371.681076691
51,4721254.4970233515
52,4217568.681317184
53,4122055.7874941276
54,3929739.831176914
55,4368493.305227066
56,4638838.40712622
57,4860021.291299663
58,4682016.9809323065
59,4975925.503655904
60,4102094.797637432
61,4096562.24394896
62,4279532.625944202
63,4101023.237424433
64,4473951.130216393
65,5067972.166445115
66,4888624.042002588
67,5313629.720561328
68,4617047.721824471
69,4256520.850010831
70,4264087.587270887
71,4597899.439698178
72,4391941.014573685
73,4564499.533589619
74,5496346.077749292
75,4406547.468370556
76,4391028.056116531
77,4175573.852280854
78,4521685.276733655
79,4735363.55319778
80,4854052.475728303
81,4281248.269868535
82,4366901.807597182
83,4900391.919672903
84,5300411.604358286
85,3740103.6874834155
86,4656899.79578242
87,4614536.681213865
88,4663501.371281925
89,4939135.665098259
90,5015977.2550644055
91,5125376.296045841
92,4103698.1783584035
93,5198181.119943477
94,4295858.113548154
95,4782823.781928744
96,4651759.060032469
97,4474297.441069201
98,3941110.8729418186
99,4579273.382731798
100,4085235.8514543124
101,3661518.2305228864
102,4365788.746875639
103,4240115.638570058
104,3939118.065638417
105,4036012.5215333835
106,5048446.013310175
107,4323835.461434474
